from_user_id,?column?
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,各种哄，各种夸，我就说你们幼小衔接班不能上
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,以下是本周奖牌榜展示[鼓掌]
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,恭喜上榜的孩子们，看到大家开开心心地领奖真好[爱心]虽然只是一个小小的仪式感，但是对于孩子而言“被看见”胜过一切仪式感[玫瑰][加油]希望每一次的上榜都能提升孩子的自我效能感，帮助孩子从小成功走向大成就[鼓掌]
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,一上大锦鲤真的
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,上周的【闪光少年】是咱们班的所有同学[鼓掌][鼓掌][鼓掌]每个孩子都收到的Jenny老师给出的小小心意，我们班的孩子们真的闪闪发光，Jenny老师太为大家骄傲了[鼓掌][鼓掌][鼓掌][鼓掌]
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,以下是本周小班长展示[鼓掌]
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,听说读没有问题
wmqDzZEwAAS2_jC6oLDRM1_QULC2sgiA,太有意思了吧
wmqDzZEwAAFkADVapJzC60nkWoc_MGEQ,@德育班主任 Betty @主教Joline老师 余梦琪的笔记，请查收！
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,"进行展示的是我们的Elsa和Elena[强][强]

两位小朋友的展示都超级流利！这背后肯定付出超级认真的努力，给两位宝贝点赞👍新的一周也要继续加油哦！@家妮 @Elsa 妈妈 "
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,本周内容分享完毕，下次课请Elly，Eli，Jaden，Jack到Jenny处还课哦@付诗芮Elly家长 @周九金-EIi的妈妈 @Jaden妈妈 @Jack欧徐翊植爸爸 
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,"新周继续加油喔，让我们笃行不怠，一以贯之，绵绵用力、久久为功！
孩子们，咱们下周见喔！
 @所有人"
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,"各位家长、同学晚上好~[爱心]

今天课堂上我们攻克了一个大难关——过去完成时态，但其实在此之前咱们已经浸润过非常多次，所以在这次正式讲解时，很多同学都能很快反应什么是过去的过去，have的助动词用法也已经非常熟练，同时Jenny也惊叹于咱们班同学的课堂效率，课上马上就记忆了非常多的短语和新词[强][强][强]

特别要表扬全班同学，这次课的表现也是超级好哦！不仅课堂听课效果好，闯关二更是有9人拿到了满分，没有满分的同学也是7分、8分、高分的情况，过去完成时这么难的语法能达到这个理解水平很不容易哦！给大家点赞👍[加油]@所有人 "
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,以下是本周素质积分表和闯关三细节登记表，请查收哦
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,"下次课请AdaL ，Ada Z，Anna，Celia到Jenny处还课哟
@Ada妈妈 @Ada Z妈妈 @Anna妈妈 @Celia妈妈 "
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,由于上次课程未进行闯关，所以本周无奖牌榜[爱心]Lily同学的小班长展示会在下次全L7阶小班长视频中进行展示[爱心]
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,读就是不得行
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,"由于上周是戏剧节演出活动，本周没有孩子们奖牌榜。感谢大家的理解与支持！从本周起，孩子们的各项学习安排与班级常规将全面恢复正常。让我们一起稳步推进，继续陪伴孩子踏实成长哦！

咱们小Lily的小班长展示也会在下周L7阶的小班长中进行集体展示@小Lily妈妈 📚✨"
wmqDzZEwAAQ22asSr1_oiD-gIoiwskcA,收到
wmqDzZEwAACob5gVEA0TpVw-9sm61W-g,@韩学仕Henry妈妈 乖乖的笔记真的完成的超级好！Henry每一次在课堂上做笔记的时候都超级认真、细心[爱心]下周的小班长展示也要提前练起来哦[加油]
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,积分表更新
wmqDzZEwAAcchD3OK0SkSo5iFM4m0FVQ,好的
wmqDzZEwAArfsRSq92u6cmFF30RVoQUg,收到
wmqDzZEwAATqG2TYYiKq9KC3DddyG4Tw,收到
wmqDzZEwAACob5gVEA0TpVw-9sm61W-g,好滴～
wmqDzZEwAAFZPfAwC1RLRubEcgt3ttXw,[月亮]
wmqDzZEwAATnKtxt6gT7bhQ1t5iTbX7A,[擦汗]
wmqDzZEwAAAPBQsFePqvanG14wUrKsPw,华特迪士尼介绍（下周现场背诵闯关哦）↑
wmqDzZEwAAAPBQsFePqvanG14wUrKsPw,闯关二讲解↑
wmqDzZEwAAAPBQsFePqvanG14wUrKsPw,本期素拓带读↑
wmqDzZEwAAAPBQsFePqvanG14wUrKsPw,美小Passage 27↑
wmqDzZEwAAAPBQsFePqvanG14wUrKsPw,口语挑战↑
wmqDzZEwAAAPBQsFePqvanG14wUrKsPw,有余力部分↑
wmqDzZEwAAAPBQsFePqvanG14wUrKsPw,下周口语小班长为Yuki（华特迪士尼）Vicky（口语挑战A或B），请两位小朋友做好准备哦~ @🧧YUKI妈妈 @Vicky李芷睿妈妈 [爱心][爱心]
wmqDzZEwAAiKQBia_DIs3N030hy4C5Vw,收到，谢谢陈老师！
wmqDzZEwAAEkvtNuFqHR0x_PWq_RnojQ,好的，谢谢Joline老师
wmqDzZEwAAAPBQsFePqvanG14wUrKsPw,本周笔记小班长Cherry表现非常棒！重点突出，逻辑清晰！Cherry小朋友的笔记一直都是班级的模范哟，小朋友们可以多多参考，向Cherry小朋友学习[玫瑰]@杨诺西Cherry妈妈 
wmqDzZEwAAAPBQsFePqvanG14wUrKsPw,"孩子们让我们：
“笃行不怠，一以贯之。
绵绵用力，久久为功”
咱们下周见咯。"
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,赶出来了
wmqDzZEwAAPu-fXDtcu8FqwCE3moOfsQ,[强][强][强]
wmqDzZEwAAQl5mn4Ba125DtpMxUjWY_g,好的
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,班风没有拖后腿了吧
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,[冷汗]
wmqDzZEwAA63BT-xkIx_Ufx8s3ge6AEA,但是他没有表演这个，表演了朗诵古诗
wmqDzZEwAAPsso6tzXFdgn-JZubcAAtw,收到
wmqDzZEwAA63BT-xkIx_Ufx8s3ge6AEA,嗯嗯
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,明天发你上周作业和视频[得意][得意]
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,我家魔丸辛苦你了
wmqDzZEwAACob5gVEA0TpVw-9sm61W-g,@Jenny张积妍萱妈妈 乖乖现在出来，麻烦妈妈在二楼出口等孩子
wmqDzZEwAAvYW_NEXNNFTzaJo7YzvOOQ,好的
wmqDzZEwAACob5gVEA0TpVw-9sm61W-g,Jimmy作业补完了
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,写字课老师是一天哄着他上课[尴尬]还灵珠
wmqDzZEwAACob5gVEA0TpVw-9sm61W-g,@🎀彭 Jimmy也出来啦
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,Ice，咨询一下，升班后学生人数会变不
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,有没有小班制的人少点的
wmqDzZEwAACob5gVEA0TpVw-9sm61W-g,@Lucy 侧面要贴好L3回本备用课绘本
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,我担心的是我崽崽笔头跟不上，其他随意[偷笑]
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,我哥哥就是笔头差
wmqDzZEwAAcchD3OK0SkSo5iFM4m0FVQ,好的，lauren老师，我们加油
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,好嘞
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,你确定？
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,他才中班[尴尬]
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,再来一年，也才大班[尴尬]
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,咋个算一年半才到一年级
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,我娃就这样被哥哥姐姐拖起走了[色]
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,没事，这样刚好，二段上是自然拼读，学完刚好去整拼音
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,[得意]
wmqDzZEwAAEJZ_uZDcy70PTaKzJzZAEw,[得意]
wmqDzZEwAAJBvtlAGzNFOK8B8Hwhw-JA,家长自己做的下雨🌧️
wmqDzZEwAAJBvtlAGzNFOK8B8Hwhw-JA,全套太用心了
wmqDzZEwAAtgOJnV3TPj-kBz8_tG9A9A,有没有老师在B区看到一根弯弯的木头棍子呀
wmqDzZEwAA1FalQgcH_X7RHzoHDhYUTw,哈哈哈哈哈哈哈哈
wmqDzZEwAArq6mFu9D-8V-g7INfxP_zg,老师，张宸影今天请假。
wmqDzZEwAAZch0oKEp4PljHfsPLTcoIA,老师，请Louis如果结束到阅读区找我
wmqDzZEwAAc16hpfbB4eqotLn78OLR-w,好的
wmqDzZEwAAaVq6hxhlpIKb91GAum52HQ,@德育班主任 Lucy老师  Lucy老师，一会Daniel录完让他自己出来找我，他知道我在阅读区等他的。
wmqDzZEwAAqu_btcYwe-T1uUAnTzVHrw,老师，请问雷双瑜出来了吗
wmqDzZEwAA63pup9ZFGL9pjtEhZJBwRg,Ice老师，今天下午我想守着杨丰全学习一下[呲牙][呲牙][呲牙]，想和老师请假一次[抱拳][抱拳][玫瑰][玫瑰]
wmqDzZEwAACob5gVEA0TpVw-9sm61W-g,哈哈哈哈秋宝这个造型太乖咯
wmqDzZEwAAzBtNVS3UknEvIXoEBUq_PQ,[偷笑][强][强][强]
wmqDzZEwAAYYFTWozj8r88xx9K-Uqytg,"「Celine老师：@Yanis妈妈 @Yanis爸爸 以上是本周的拍一拍小班长Yanis宝贝哦~宝贝的展示全程非常流畅，而且语音语调非常标准，太棒啦，期待其他小朋友的精彩展示咯[爱心]」
- - - - - - - - - - - - - - -
谢谢老师 继续努力[哇][加油]"
wmqDzZEwAA-VhYbEuqacsxOcAzpet3Kg,好的
wmqDzZEwAA63pup9ZFGL9pjtEhZJBwRg,[抱拳][抱拳][呲牙][呲牙]谢谢Ice老师[玫瑰][玫瑰][玫瑰]
wmqDzZEwAA9K6cvknhoI05tSQAjdRSNQ,他已经去学校了，谢谢Ice老师的关心[微笑]
wmqDzZEwAAjgLKOn2N4_eMPOdAb1Y9VA,她进来啦
wmqDzZEwAA9K6cvknhoI05tSQAjdRSNQ,好的，因为现在孩子多了，老师也顾不过来，自己不够努力和优秀，慢慢就找不到归属感，然后越来越堕落了[捂脸]
wmqDzZEwAA41mrO7aI-5it3KFV0pLQpg,收到
wmqDzZEwAA4ncsHfevGak1ssThOzr84w,ice你好，这个登陆之后班级不对诶
wmqDzZEwAAzvFg_qE8-o07TORbV-7cOw,Sofia的作业
wmqDzZEwAAu_Sm-QnSciwiiE2oqDc5IA,。
wmqDzZEwAAz6Ss8p29iJaVnn-jmNIjlA,好的哟
wmqDzZEwAAbGfaUTzxh69FJcETsKxaTA,收到
wmqDzZEwAA9K6cvknhoI05tSQAjdRSNQ,不是吃饭的时候，是差不多10点，到下午1点一直在家里吼不想去学英语
wmqDzZEwAA9K6cvknhoI05tSQAjdRSNQ,就请了一次假啊，是因为他爷爷在遵义ICU住院，有一次带他回去看爷爷
wmqDzZEwAA4ncsHfevGak1ssThOzr84w,好的。谢谢
wmqDzZEwAAHISvskyRvW0OtvSQWzCTDg,【未知消息类型】
wmqDzZEwAAz6Ss8p29iJaVnn-jmNIjlA,Ice老师 一会我们在哪里等您呀[愉快]
wmqDzZEwAAz6Ss8p29iJaVnn-jmNIjlA,他晓不晓得您的办公室呀
wmqDzZEwAAtPvQJ_S4z3NGCt1t6EDNqA,【未知消息类型】
wmqDzZEwAAS3g15hU2uh0asmSu2DIVaw,以下是需要预习的歌曲和浸润的歌曲，下次课我们要学习【职业】啦～但是我们会去到很神秘的地方，先卖个关子，大家好好预习[坏笑]
wmqDzZEwAAuje3Q0Wl8MLp_CqcLslsMg,@德育班主任Kathy 老师，大概几点钟？
wmqDzZEwAAS3g15hU2uh0asmSu2DIVaw,所有孩子已离校～
wmqDzZEwAA9K6cvknhoI05tSQAjdRSNQ,谢谢Ice老师百忙之中，还在关心这个事了
wmqDzZEwAAz6Ss8p29iJaVnn-jmNIjlA,我们现在进来可以不？
wmqDzZEwAAS3g15hU2uh0asmSu2DIVaw,-----分割线-----
wmqDzZEwAAz6Ss8p29iJaVnn-jmNIjlA,[破涕为笑][破涕为笑][破涕为笑][破涕为笑]
wmqDzZEwAAS3g15hU2uh0asmSu2DIVaw,"各位家长好[太阳]@所有人  

今天我们使用【Level3 Activity Class5 活动手册5】

具体内容如下👇🏻
✅新学：
【At the Supermarket】的所有词汇：cucumber-soap
✅新学口语表达：
【Home Challenge 家庭调整--- My Week】
✅练习的主要句型是：
-What's this/that? 
-What do you like/see？

活动课除了复习已学主题【Animal动物】【时间+星期表达】【日常活动表达】，利用新学【At the Supermarket】单词滚动练习句型外，也有独特的德育时间[庆祝]Lucy老师和孩子们共读了《小吃货Dudu怎么了？》，希望孩子们能够养成良好的饮食习惯，不暴饮暴食的同时，均衡膳食
（*三明治食育课时，老师们观察到有部分孩子会有挑食的情况，爸爸妈妈们可以借用此次机会，培养孩子们的合理膳食，均衡膳食的意识哦～）

今天的句子中再次出现了动词三单小尾巴和名词复数小尾巴，大家一定要区分开来，不要读漏或者读错咯～

新的一周，我们继续绵绵用力，久久为功～"
wmqDzZEwAAS3g15hU2uh0asmSu2DIVaw,"以上是本周的【指读视频】和需要复习的歌曲，本次涉及到一些可数名词和不可数名词的区分，课上已经和孩子们强调过了。因为现阶段只是浸润可数和不可数的概念。如果孩子们还是不清楚的话，也没有关系，后面我们会系统学习～大家按照视频句型指读即可[玫瑰]

今天的单词略有难度，孩子们要加强练习哦～"
wmqDzZEwAAS3g15hU2uh0asmSu2DIVaw,"「Zoe老师：[文件]Activity Lesson 5 Station 1 Class Challenge.MP3」
- - - - - - - - - - - - - - -
以上是本次课需要的录音[爱心]这条录音是May的一周活动介绍音频，本次填空内容看似较多，其实孩子们填空的地方主要是针对时间、星期、活动。大部分内容都是我们在第六单元学习过的。如果不熟悉的孩子们，建议把第六单元所有内容复习一遍[爱心]但是今天要表扬孩子们书写对比之前真的进步了特别特别多[强]继续加油继续提升[加油]

口语展示，不需要【逐字逐句】展示！！孩子们可以在我们完成的内容中，挑选部分句子进行视频拍摄和介绍即可～[玫瑰]

虽然内容是学过的，但是从词和句转化成段落的练习，难度也是成倍增长了。爸爸妈妈们在家辅导时，需要给到孩子们耐心和时间去消化哦[拥抱]"
wmqDzZEwAADpTjBY1SImOVc2TutJti-A,Alice乖乖的环保服饰👗，超级棒，10个笃笃币到账哈[偷笑][偷笑]@张严文Alice妈妈 @德育班主任 Ice 
wmqDzZEwAAS3g15hU2uh0asmSu2DIVaw,以上是本次活动课的【词句复习】，前几个单元孩子们都掌握得很棒[强][爱心]大家继续复习哦～
wmqDzZEwAAz6Ss8p29iJaVnn-jmNIjlA,嘚瑟
wmqDzZEwAAz6Ss8p29iJaVnn-jmNIjlA,好不值钱的笑[捂脸][捂脸]
wmqDzZEwAAS3g15hU2uh0asmSu2DIVaw,这次的【指读小班长】是Leila和Doris乖乖，小朋友们今天表现超超超超好，请做好准备，准备好自我介绍，带领全班指读并且到笃一电视台录制哟[加油][加油][加油]@Leila小鱼儿妈妈 @王章暶妈妈
wmqDzZEwAAyTzHwAmx1qohWTPxfRRu_g,@笃一教育 Vivian老师 hihjy&iu
wmqDzZEwAAcwYphJPDPqW8cUsRTgxmvg,@主教老师Reece 谢谢老师，用妈妈旧衣服改造的[呲牙]
wmqDzZEwAAuje3Q0Wl8MLp_CqcLslsMg,好的👌
wmqDzZEwAADpTjBY1SImOVc2TutJti-A,太赞咯 不注意看都看不出来[偷笑][偷笑][偷笑]
wmqDzZEwAAARxo5NWOErF91hWXtXwz2w,【未知消息类型】
wmqDzZEwAAcKgLKuHI1dWSh9ZuG_NU9w,Ice
wmqDzZEwAAUhiCv_9hbM8_afZezooQkw,@德育班主任Tanya 谢谢Tanya老师[玫瑰][玫瑰]
wmqDzZEwAAS3g15hU2uh0asmSu2DIVaw,"「Zoe老师：今天需要重新录制单词闯关的小朋友有：Simon、Jenny、Emily、Luca；全被Zoe抓到啦！单词比较难、四位小朋友今天必须重新在家练习然后发视频给我哦[加油]」
- - - - - - - - - - - - - - -
已收到所有孩子的展示[爱心][玫瑰][玫瑰][玫瑰]"
wmqDzZEwAA63pup9ZFGL9pjtEhZJBwRg,好的
wmqDzZEwAAMtPahM4S3xjqyqt-HGC9Rw,Jenny老师，一会下课了，麻烦给孩子说她爸爸在加油站等她哈，谢谢。
wmqDzZEwAALW1nXtla_hiO6eBTHYrfJQ,[呲牙]
wmqDzZEwAAzvFg_qE8-o07TORbV-7cOw,[捂脸][捂脸][捂脸]
wmqDzZEwAAuDR2dFlognZ_sh-p-278fA,"A2,C区AP已到岗，老师们需要帮忙可以叫我"
wmqDzZEwAAzvFg_qE8-o07TORbV-7cOw,周六可以早点下来可以吗
wmqDzZEwAAMbZWmUliUiqhprolJNUlYQ,锦鲤35班新报名钟楚馨，没有英文名，是Melody推荐的，她俩以前是乐宁的同学，然后下周进班上课，辛苦宝子联系一下哈
wmqDzZEwAAMbZWmUliUiqhprolJNUlYQ,我找你发教材就是发给她家看滴
wmqDzZEwAAzvFg_qE8-o07TORbV-7cOw,她在托管班的要晚上8点才回来[捂脸][捂脸][捂脸]
wmqDzZEwAAzvFg_qE8-o07TORbV-7cOw,您周六有时间吗
wmqDzZEwAAYDaUrf6lZN_12XlukgJiGg,谢谢老师们的耐心教导～我们继续努力[加油][加油]
wmqDzZEwAA-X2l4uWA1A4nFK-0Rvb21Q,好的
wmqDzZEwAAdEakk82o_OEZRye_9B9O1Q,好的，谢谢Lauren提醒
wmqDzZEwAAvIi5aOtLJ3D2SIanhbadWw,"@艾千然Cheyne妈妈 
我们抄写单词，在英语簿上，一个英文单词写5遍（如果一排口语多写几个也可以），中文写一遍在这一排下面
句子的话，三遍英文，一遍中文"
wmqDzZEwAAvIi5aOtLJ3D2SIanhbadWw,"@艾千然Cheyne妈妈 
我们抄写单词，在英语簿上，一个英文单词写5遍（如果一排可以多写几个也可以），中文写一遍在这一排下面
句子的话，三遍英文，一遍中文"
wmqDzZEwAA-rT6VchP6552KIyZVJiUMA,收到，谢谢老师
wmqDzZEwAAvIi5aOtLJ3D2SIanhbadWw,[愉快]客气啦！
wmqDzZEwAAYVgwCu2Xg-FF9zV_Za1l_g,lauren老师，听写感觉有些不是素拓上的单词是不？
wmqDzZEwAAUsuFN_HXdJ8HId5zF9Q6Dw,收到
wmqDzZEwAAJGnaoc4c6M-_bLHpxG92UA,好的，收到
wmqDzZEwAApyM6Q9HzYR5n8fe9iXotkQ,"「德育班主任 Cici：
👇下次课闯关三名单安排如下：

Patrick老师处：
Jack@周锦瑞Jack妈妈 
Lucas @姜北辰Lucas  
Shawn @谢彧宥Shawn妈妈  
Yuta @况政禹Yuta妈妈 

Cici老师处:
Devin @田登文 Devin 妈妈 
Jennie @邱贞瑀Jennie妈妈 
Lavinia @秦子媛Lavinin妈妈 
Janet @杜嘉怡JANET妈妈  」
- - - - - - - - - - - - - - -
收到"
wmqDzZEwAAUlfWfVIutuRMvhsgitWaCg,@德育班主任 Nico   我们是星期六[捂脸]
wmqDzZEwAAnE7l0xaH1S3i_0WkUJdTxg,@班主任Reece 老师麻烦给朱睿勋开一张放行条哈！我楼下接他
wmqDzZEwAAm5Bu-5eNjdYJsiPuJHvbog,@主教老师Chris 收到
wmqDzZEwAAMbZWmUliUiqhprolJNUlYQ,凤凰27班新报名吴佩霖Winnie，女孩，下周进班上课，安排了3次自然拼读衔接课，还在对接老师，安排好了同步给你，辛苦联系一下
wmqDzZEwAAlsfbl6V6tsIxK1O5FABZTg,Fiona和Ashe报备下课后用心课+家校沟通 复盘会晚到
wmqDzZEwAAX8PyeKUSq1v5FHVHKw95sA,好呢，谢谢Ice[666][666]
wmqDzZEwAAMbZWmUliUiqhprolJNUlYQ,爱你
wmqDzZEwAAxudCrPMl_iuwQ9cyWufX4g,收到
wmqDzZEwAAK_4xpfBn8oYBzdVsryhvxQ,我通过了你的联系人验证请求，现在我们可以开始聊天了
wmqDzZEwAAMbZWmUliUiqhprolJNUlYQ,辛苦啦
wmqDzZEwAAbQ0Ao4T-MXZ2ICWG0Vdubg,收到
wmqDzZEwAAWYPJbZcUazbaE0h2QrnBbw,收到
wmqDzZEwAA4cD8K7kQho19PxoJyNKW5g,"本周开始我们正式开始系统学习现在进行时，需要孩子们花大量时间反复练习才能掌握。拜托辛苦家长们督促孩子们每天练习，假以时日积沙成塔。

学唱英语歌曲是学习语言的重要途径，通过唱歌，可以帮助孩子们学习语音、语调、语法等语言知识,提高儿童的语言能力。歌词简单易懂，旋律优美动听可以激发孩子们的学习兴趣，让他们在轻松愉快的氛围中学习。

所以本周的课程非常轻松好玩，孩子们学习了五首关于现在正在进行时的歌曲，本周的闯关3也是歌曲的练习。

新周继续加油喔，让我们绵绵用力、久久为功！下周见孩子们！

孩子们本周一定多多模仿跟唱，下周我们集体要上“笃一电视台”的小班长频道！[爱心] @所有人 "
wmqDzZEwAA4cD8K7kQho19PxoJyNKW5g,以下是本周所需音视频资料：
wmqDzZEwAAZjv09_n6PG6V8ahzC8AV1w,收到
wmqDzZEwAA4cD8K7kQho19PxoJyNKW5g,BM2-P2-3-4 示范讲解↑
wmqDzZEwAA4cD8K7kQho19PxoJyNKW5g,补充视频：Lemon Tree↑
wmqDzZEwAAYVgwCu2Xg-FF9zV_Za1l_g,是专门为了练自然拼所以没有百分百把单词放素拓里面是不？
wmqDzZEwAARPA_Uk1xOrea9UUFa-aUhQ,@教务老师Demi 出来了吗？
wmqDzZEwAA4cD8K7kQho19PxoJyNKW5g,补充视频：Who is playing in the sand on the beach today↑
wmqDzZEwAA4cD8K7kQho19PxoJyNKW5g,BM2-1 闯关2讲解↑
wmqDzZEwAA4cD8K7kQho19PxoJyNKW5g,美小生词认读Passage 12 ↑
wmqDzZEwAA4cD8K7kQho19PxoJyNKW5g,L5-BM2-1 素拓带读↑
wmqDzZEwAA4cD8K7kQho19PxoJyNKW5g,"下周小班长为：
口语小班长1：Rosa @rosa妈妈  （Who is playing in the sand on the beach today）
口语小班长2：Sherry @Sherry妈妈 （Lemon Tree）
请好好准备哦~[玫瑰]"
wmqDzZEwAA4cD8K7kQho19PxoJyNKW5g,新的一周，让我们继续“笃行不怠，一以贯之。绵绵用力，久久为功！” 咱们下周见！[太阳]
wmqDzZEwAAm9r3EPJF8U2FVys3TvgHJg,老师李梓墨放学了吗？@班主任Reece 
wmqDzZEwAAK_4xpfBn8oYBzdVsryhvxQ,谢谢老师，下周见哦[愉快]
wmqDzZEwAAm9r3EPJF8U2FVys3TvgHJg,好的谢谢
wmqDzZEwAA8l6OTh5HHZ75pJOL4mq_8w,Elsa和Panda出来了没@德育班主任老师Jenny 
wmqDzZEwAAkRvoxIaAlwzO-9mAVuLC4A,@德育班主任老师Jenny 请问Tara多久出来
wmqDzZEwAAkRvoxIaAlwzO-9mAVuLC4A,@Chenggy Tara已经出来了，她让我给您说一声
wmqDzZEwAA8l6OTh5HHZ75pJOL4mq_8w,谢谢老师
wmqDzZEwAAolO-IdicaZJlSU1TugV1sA,Jaden出来了吗？@教务老师Demi 
wmqDzZEwAASJcNm5mJNlQ_3cELt_OEsA,麻烦老师，让曾昭媛自己出来哦
wmqDzZEwAAgFUDSPsqEe-qFLLlXJ-kAg,收到，老师。@主教老师Jade 
wmqDzZEwAAfAatp_KfxN61kmryJYkMug,收到
wmqDzZEwAASJcNm5mJNlQ_3cELt_OEsA,好的，谢谢老师
wmqDzZEwAAeAwuFybbiqw5mA36NvYJzg,哦，好的，明白
wmqDzZEwAAP2iMecDlSqAfD4MF32PfNw,@所有人 除了Cherry，其他孩子已离校[爱心]
wmqDzZEwAA9s4oFXCtunxAeZCeK1DUag,老师们的复盘表在桌上，如果本周正常进行了带教就正常填写，周三下班前交即可@何沐秋 Jackson   @吴奕瑾 Eki  @Leah 余子涵  @Jerry 万小玉
